LON,LAT,NUMBER,CITY,DISTRICT,REGION,POSTCODE,ID,STREET,UNIT,HASH,ADDRESS
-74.7382255,40.7655917,105,CHESTER,,NJ,7930,,PARKER RD,,400b50956ab27efe,"105 PARKER RD, CHESTER, NJ"
-74.4676226,40.8294006,40,MORRIS PLAINS,,NJ,7950,,PARKER DR,,8210c1142305da1b,"40 PARKER DR, MORRIS PLAINS, NJ"
-74.5892205,40.7914743,16,MENDHAM,,NJ,7945,,WEXFORD DR,,857ce70954e8275b,"16 WEXFORD DR, MENDHAM, NJ"
-74.4834444,40.8510525,2467,MORRIS PLAINS,,NJ,,,,APT 6A,af23daf2bbbf7350,"2467 , MORRIS PLAINS, NJ"
-74.3953611,40.8661648,200,PARSIPPANY,,NJ,7054,,BALDWIN RD,APT B11,82f26c1a7f64748d,"200 BALDWIN RD, PARSIPPANY, NJ"
-74.4072391,40.8690129,100,PARSIPPANY,,NJ,7054,,VAIL RD,APT D4,22d623d69a489536,"100 VAIL RD, PARSIPPANY, NJ"
-74.5062067,41.030735,32,OAK RIDGE,,NJ,7438,,WINDING BROOK LN,,6e2dab39dbd5c845,"32 WINDING BROOK LN, OAK RIDGE, NJ"
-74.5511942,40.8914312,69,DOVER,,NJ,7801,,BERRY ST,,ef16a002913300b9,"69 BERRY ST, DOVER, NJ"
-74.6394724,40.8540366,4,SUCCASUNNA,,NJ,7876,,RIGHTER RD,,141e4721a27f1c40,"4 RIGHTER RD, SUCCASUNNA, NJ"
-74.4940972,40.7922539,26,MORRISTOWN,,NJ,7960,,BROOKFIELD WAY,,1900e83e4d95787c,"26 BROOKFIELD WAY, MORRISTOWN, NJ"
-74.4529566,40.9479177,16,BOONTON,,NJ,7005,,LYONSVILLE RD,,189bd9dc8339d917,"16 LYONSVILLE RD, BOONTON, NJ"
-74.3556027,40.9677344,6,BUTLER,,NJ,7405,,HIDDEN ACRES DR,,dcc442c571b6b9bf,"6 HIDDEN ACRES DR, BUTLER, NJ"
-74.567097,40.9025066,0,DOVER,,NJ,7801,,RT 15 S,,70147077942ff594,"0 RT 15 S, DOVER, NJ"
-74.2989493,40.9269406,209,LINCOLN PARK,,NJ,7035,,COMLY RD,APT L15,83f1be27f1af6648,"209 COMLY RD, LINCOLN PARK, NJ"
-74.4868464,40.8736529,16,DENVILLE,,NJ,7834,,ADAMS DR,,75aa2388167cebe4,"16 ADAMS DR, DENVILLE, NJ"
-74.298945,40.9525431,58,POMPTON PLAINS,,NJ,7444,,JACKSONVILLE RD,,8e527b19c804ba9a,"58 JACKSONVILLE RD, POMPTON PLAINS, NJ"
-74.3557419,41.0041592,139,BUTLER,,NJ,7405,,DECKER RD,,4c2c3ef4a2ccb8d9,"139 DECKER RD, BUTLER, NJ"
-74.5145042,40.9049276,100,ROCKAWAY,,NJ,7866,,ACADEMY ST,,c4e57bab8058cecc,"100 ACADEMY ST, ROCKAWAY, NJ"
-74.5039576,40.8542701,257,MORRIS PLAINS,,NJ,7950,,SUMMERHILL DR,,4796c1440d7a7c63,"257 SUMMERHILL DR, MORRIS PLAINS, NJ"
-74.3453102,40.8234284,137,EAST HANOVER,,NJ,7936,,CEDAR ST,,2cd59435d74a85d7,"137 CEDAR ST, EAST HANOVER, NJ"
-74.6858832,40.8426588,17,SUCCASUNNA,,NJ,7876,,GROVER ST,,a23b558be43262f0,"17 GROVER ST, SUCCASUNNA, NJ"
-74.4453987,40.8517897,49,PARSIPPANY,,NJ,7054,,TEANECK RD,,7fe8ca0c5d3e7102,"49 TEANECK RD, PARSIPPANY, NJ"
-74.4769968,40.8634789,45,MORRIS PLAINS,,NJ,7950,,MANOR LN,,5c52622366ba2bb0,"45 MANOR LN, MORRIS PLAINS, NJ"
-74.3856126,40.8013841,14,EAST HANOVER,,NJ,7936,,OAK LAWN DR,,b3cf4c43ef85eb63,"14 OAK LAWN DR, EAST HANOVER, NJ"
-74.8151368,40.8455668,604,HACKETTSTOWN,,NJ,7840,,TARA DR,,02a89e56eae9ab62,"604 TARA DR, HACKETTSTOWN, NJ"
-74.352475,40.8993596,53,MONTVILLE,,NJ,7045,,FOREMOST MOUNTAIN RD,,590c4c01e89e2ecb,"53 FOREMOST MOUNTAIN RD, MONTVILLE, NJ"
-74.3876384,40.886265,47,LAKE HIAWATHA,,NJ,7034,,RONALD RD,,993337f185050558,"47 RONALD RD, LAKE HIAWATHA, NJ"
-74.515813,40.8167107,27,MORRISTOWN,,NJ,7960,,HANCOCK DR,,5144a65bffec2211,"27 HANCOCK DR, MORRISTOWN, NJ"
-74.4317181,40.7074341,11,CHATHAM,,NJ,7928,,CYPRESS RD,,4588b325735e4329,"11 CYPRESS RD, CHATHAM, NJ"
