LON,LAT,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,NUMBER,HASH
-79.4613979,43.688644,Kitchener Ave,,York,,,,,145,92c4dea833631dd1
-79.3286488,43.798231,Pettibone Sq,,Scarborough,,,,,61,c613377715d9f16f
-79.3348228,43.7199037,Seton Park Rd,,North York,,,,,9,4e3513f467491fcd
-79.4957179,43.7005367,Kemp Sq,,North York,,,,,12,10a8feda19925139
-79.4350186,43.7426187,Bathurst St,,North York,,,,,3901A,41b74b0aa2a05e57
-79.3473927,43.6630304,De Grassi St,,former Toronto,,,,,124,afd94cf6e71faaed
-79.2623192,43.6922983,Birchmount Rd,,Scarborough,,,,,40,163cb84eb6d1e16a
-79.3762859,43.6896491,Inglewood Dr,,former Toronto,,,,,294,6d6f2b6e0b238eaf
-79.3628785,43.7505842,Abbeywood Trl,,North York,,,,,137,e2fd31ebaed7a001
-79.5299544,43.6859491,Norgrove Cres,,Etobicoke,,,,,60,a03b22fa45bd8fe5
-79.365102,43.6482087,Longboat Ave,,former Toronto,,,,,14,6a2277541e9344f0
-79.2732,43.7354912,Ionview Rd,,Scarborough,,,,,60,fd49ece1c93cac42
-79.4724113,43.6609552,Jennings Ave,,former Toronto,,,,,25,77ec7295663e21f2
-79.2886154,43.8243276,Bemerton Crt,,Scarborough,,,,,14,fd08e8c14973e2f8
-79.4216436,43.7173545,Shelborne Ave,,North York,,,,,15,49a28906e393408c
-79.4316076,43.6902174,Rushton Rd,,York,,,,,620,7f7aa88a5e94b830
-79.5323681,43.6378636,Munster Ave,,Etobicoke,,,,,379,d0704df7518859f0
-79.4535524,43.6862689,Harvie Ave,,York,,,,,317,21e5ea6a70e477a3
-79.1842388,43.764199,Danzig St,,Scarborough,,,,,161,3f81e92100ea4cd6
-79.24894,43.7686042,Lynnbrook Dr,,Scarborough,,,,,58,4732991772e345d5
-79.4476003,43.7508061,Gorman Park Rd,,North York,,,,,86,53e5b9df166ad891
-79.4141057,43.6539194,Henderson Ave,,former Toronto,,,,,43,2c9fa64f4ebc2bc8
-79.4254964,43.6553721,Delaware Ave,,former Toronto,,,,,37,ecf2a4f3b2f828e1
-79.5738589,43.6550469,Wellesworth Dr,,Etobicoke,,,,,294,c8da8d1918c35d56
-79.3846735,43.6775984,Crescent Rd,,former Toronto,,,,,75,27d688802be40d80
-79.3412896,43.6715998,Riverdale Ave,,former Toronto,,,,,302,df9416441ece4856
-79.3465379,43.7270713,Prince Andrew Pl,,North York,,,,,60,c9e5b15a8ff52a1e
-79.5135134,43.6432536,Van Dusen Blvd,,Etobicoke,,,,,43,6c8c13832cb23411
-79.4564512,43.6627006,Dundas St W,,former Toronto,,,,,2579-2581,0047bd87e80c6695
-79.4619515,43.7060289,Glen Park Ave,,North York,,,,,559,6a437c805983ce9d
-79.6045364,43.754448,St Emilion Way,,Etobicoke,,,,,17,01877a6423c0ade9
-79.252123,43.7401979,Chillery Ave,,Scarborough,,,,,122,34800a04508c41ae
-79.4155268,43.7810512,Yonge St,,North York,,,,,5643,ffe8330ab13ec4c9
-79.3159535,43.7924655,Bridletowne Crcl,,Scarborough,,,,,260,3f038f3091cb1c80
-79.465593,43.7085836,Caledonia Rd,,North York,,,,,981,5673b1eb8f97b56c
-79.4880193,43.6561325,Methuen Ave,,York,,,,,8,c6658701245fa0a7
-79.4302264,43.7189505,Lawrence Ave W,,North York,,,,,509,f98f2d08e6810bd0
-79.2722673,43.7858569,Salome Dr,,Scarborough,,,,,95,41c34faa2d5211e6
-79.3266985,43.8186401,Frank Rivers Dr,,Scarborough,,,,,60,91b066b4edea5677
-79.5693306,43.7499287,Grampian Cres,,North York,,,,,24,b8cdd4364770782f
-79.3201904,43.6821405,Hillingdon Ave,,former Toronto,,,,,121,20a833f40e986fa0
-79.4480191,43.6725555,St Clarens Ave,,former Toronto,,,,,962,f97635acb700d08c
-79.2751483,43.7439845,Flora Dr,,Scarborough,,,,,116,cbbdaa27e6eb3d73
-79.3989788,43.7115672,Yonge St,,former Toronto,,,,,2467,7df67d71e5e9cfe4
-79.5386813,43.6394046,Jopling Ave S,,Etobicoke,,,,,26,51658574875d98e1
-79.2079096,43.7672583,Gondola Cres,,Scarborough,,,,,23,d3ab056de4f64991
-79.5348025,43.6486689,Avonhurst Rd,,Etobicoke,,,,,84,cc5b79408b0fc6bd
-79.2937159,43.8001032,Kenfin Ave,,Scarborough,,,,,23,c102108de3e155de
-79.3109939,43.8194525,Coverdale Cres,,Scarborough,,,,,59,90159e72b07ec830
-79.2932642,43.8230139,Grenbeck Dr,,Scarborough,,,,,143,d2bbad3428865e23
-79.2089713,43.7362602,Catalina Dr,,Scarborough,,,,,29,f8533a9912be413c
-79.2836449,43.768466,Glamorgan Ave,,Scarborough,,,,,5,f229da92ebd39f30
-79.5104933,43.6478326,Bloor St W,,Etobicoke,,,,,3000,4325bcb4c7c00a30
-79.2308246,43.7220671,Purley Cres,,Scarborough,,,,,34,b3fbb716e4125747
-79.4896194,43.6771015,Alliance Ave,,York,,,,,550,81326e1159430dcb
-79.4533027,43.7478585,Bowring Walk,,North York,,,,,52,7b9282980f21917d
-79.5054127,43.645007,Edgemore Dr,,Etobicoke,,,,,48,0837f78b43ae818a
-79.208022,43.7405936,Hill Cres,,Scarborough,,,,,93,08b0cc2d317f131d
-79.2816933,43.8215338,Sadlee Cove Cres,,Scarborough,,,,,115,9ed4322eeb50a774
-79.3755741,43.7018656,Balliol St,,former Toronto,,,,,714,682201651475ed0b
-79.3407554,43.6709922,Poucher St,,former Toronto,,,,,44,1d235e9bbf054e2e
-79.3080138,43.682317,Gerrard St E,,former Toronto,,,,,2076,47692546d0be8ae1
-79.4428232,43.755883,Cocksfield Ave,,North York,,,,,52,8bdc5427651f54e9
-79.2974491,43.7025534,Captain Demont Lane,,East York,,,,,7,c125744a5958bcfa
-79.3286076,43.8171863,Carl Cres,,Scarborough,,,,,70,d91b2250cc98471b
-79.3755035,43.7131996,Bessborough Dr,,East York,,,,,301,ac94ab71016d9c9a
-79.3404378,43.6779358,Harcourt Ave,,former Toronto,,,,,121,92e5a13fd767009c
-79.5482903,43.6802311,Widdicombe Hill,,Etobicoke,,,,,8,9cf0ed3e63cf3df5
-79.5366154,43.672351,Prince George Dr,,Etobicoke,,,,,6,ebb97ad19a915b39
-79.6048005,43.7553785,Moselle Dr,,Etobicoke,,,,,45,cb65eacd5b1db1a2
-79.2282366,43.8127708,Crow Trl,,Scarborough,,,,,143,9bb12d4c6cb54370
-79.3173112,43.6742359,Highcroft Rd,,former Toronto,,,,,84,a4dff4f35704e42e
-79.2566719,43.8049082,Buckhurst Cres,,Scarborough,,,,,29,26dc3e521a7b92ee
-79.2965552,43.7413262,Sherwood Ave,,Scarborough,,,,,73,39261b73408fb558
-79.3502305,43.8088829,Hollyberry Trl,,North York,,,,,361,543935fa8178587b
-79.2817844,43.8130314,Myrna Lane,,Scarborough,,,,,32,ed20a39ebbdea107
-79.176066,43.8534997,Steeles Ave E,,Scarborough,,,,,8327,7ad970df4543ea41
-79.383592,43.794022,Colonnade Rd,,North York,,,,,40,6b97f8dd3da8564f
-79.3344628,43.6890668,Mortimer Ave,,East York,,,,,426,406c1c1532183fa2
-79.2107624,43.8178873,Forest Creek Ptwy,,Scarborough,,,,,54,a4c0a378d80b6e3b
-79.341371,43.6601945,Morse St,,former Toronto,,,,,180,890e305da759c764
-79.3009976,43.6785652,Kingston Rd,,former Toronto,,,,,558,9e41e9e0366b30ec
-79.5764243,43.6462941,Renforth Dr,,Etobicoke,,,,,401,b34f6692d61c4208
-79.4482458,43.6722558,Lansdowne Ave,,former Toronto,,,,,1255,641faac720a196dd
-79.2224891,43.7480642,Bakerton Dr,,Scarborough,,,,,67,83c135138fbcb229
-79.3599543,43.7375638,Leacroft Cres,,North York,,,,,16,4048b1504f9bb864
-79.5095734,43.6259561,Rosewood Ave,,Etobicoke,,,,,14,6b67bffdd7ddd93f
-79.2997003,43.7151776,Amsterdam Ave,,East York,,,,,98,710631bf2f644e18
-79.2332295,43.7345291,Colonial Ave,,Scarborough,,,,,20,2873a42ea9aa6d26
-79.2254097,43.8160962,Mourning Dove Cres,,Scarborough,,,,,82,32cd4054b46eb81a
-79.4999462,43.6725281,Edinborough Crt,,York,,,,,70,6053bab52f00cbdd
-79.2667855,43.7339953,Treverton Dr,,Scarborough,,,,,23,8cead9452fda35b5
-79.4229012,43.720521,Lawrence Ave W,,North York,,,,,395,cda60c86e6b626fd
-79.391414,43.6513452,John St,,former Toronto,,,,,197-205,77cf9fa082d675da
-79.3754648,43.6956968,Evergreen Gdns,,East York,,,,,4,85b12a4a09a8507e
-79.4047944,43.6991295,Highbourne Rd,,former Toronto,,,,,73,0a08d93fe7479e73
-79.4881693,43.6455177,Brule Gdns,,former Toronto,,,,,64,01d4fa72a5c61e9a
-79.5012784,43.7006373,Pamille Pl,,North York,,,,,9,1072b663e0aeb9c8
-79.3598577,43.7354447,Blaine Dr,,North York,,,,,7,01adb9a5f3f7c0b3
-79.4736474,43.6775577,Maybank Ave,,former Toronto,,,,,433,3def7283a8cd326d
-79.2274089,43.8360459,Steppingstone Trl,,Scarborough,,,,,47,1aa4e44e9fd96855
-79.3555657,43.6799738,Playter Blvd,,former Toronto,,,,,52,e1b6d26ef3ebb885
-79.497798,43.6789117,East Dr,,York,,,,,6,47a5c5979a979b5e
-79.5941405,43.7585619,Mercedes Dr,,Etobicoke,,,,,11,2bc2c27307b337e6
-79.3802262,43.7012364,Forman Ave,,former Toronto,,,,,21,14f98045d569d60d
-79.3307921,43.6693297,Stanton Ave,,former Toronto,,,,,11,0306ec9716864377
-79.2161154,43.757535,Beran Dr,,Scarborough,,,,,35,c2c63ec15348bb98
-79.4157922,43.736938,Esgore Dr,,North York,,,,,56,f87a1533224a1273
-79.4689043,43.7189474,Caledonia Rd,,North York,,,,,1212,1afda5b34d95e761
-79.3382883,43.6926558,Greenwood Ave,,East York,,,,,1112,7805fc8674fda396
-79.3049147,43.6806018,Glenmount Park Rd,,former Toronto,,,,,111,f1761fab309074c6
-79.4374687,43.6554069,Brock Ave,,former Toronto,,,,,457,c065f42bd41841b0
-79.5021704,43.6016912,Lake Shore Blvd W,,Etobicoke,,,,,2850,7428396a54474cfa
-79.5369809,43.7421523,Habitant Dr,,North York,,,,,61,ec3d1f4c757deb4a
-79.4852813,43.6575668,Evans Ave,,former Toronto,,,,,113,450d08152701c4b5
-79.5217398,43.7621486,Hullmar Dr,,North York,,,,,9,baf56e6b10b891bf
-79.2230231,43.7801648,Pegasus Trl,,Scarborough,,,,,32,3df68a3359b4d040
-79.4553147,43.6443376,Wright Ave,,former Toronto,,,,,312,36412e0e143c8655
-79.5064758,43.6210357,San Remo Ter,,Etobicoke,,,,,46,1a6318074ecf87d4
-79.4032792,43.6625946,Harbord St,,former Toronto,,,,,85,49f9724e9487aa52
-79.3619873,43.6649412,Geneva Ave,,former Toronto,,,,,3,4ab68f71a114039c
-79.3049739,43.7379187,Shandara Cres,,Scarborough,,,,,18,38b2df3c2e2bfa12
-79.4912456,43.6353537,Kinsdale Blvd,,Etobicoke,,,,,5,8675f54a5abc401c
-79.325735,43.6831288,Danforth Ave,,former Toronto,,,,,1488,0b0aee7394236137
-79.2306213,43.762681,Rochman Blvd,,Scarborough,,,,,101,a9af86a8bee443ea
-79.4097087,43.6952856,Old Forest Hill Rd,,former Toronto,,,,,13,bd848b0274fad502
-79.293658,43.7553099,Ellington Dr,,Scarborough,,,,,157,d8822715ed82ba9c
-79.4868971,43.6640593,Morland Rd,,York,,,,,23,24760ebb778869e6
-79.3633933,43.6697441,Wellesley St E,,former Toronto,,,,,462,09d70bba4dc60c2b
-79.4260532,43.6814468,St Clair Ave W,,former Toronto,,,,,693,f7f441837dc367a4
-79.352516,43.691933,Woodville Ave,,East York,,,,,50,abdefc6686c22d8b
-79.3225826,43.7572142,Treadgold Cres,,North York,,,,,15,936915df6348e2e1
-79.287227,43.8117181,Kennaley Cres,,Scarborough,,,,,40,10ed6b9b439aab66
-79.510616,43.7351673,Turks Rd,,North York,,,,,11,b11a210786a3edb0
-79.2646577,43.8222534,Valley Stream Dr,,Scarborough,,,,,177,4c7f84149a21e183
-79.5429605,43.6085281,Alderbrae Ave,,Etobicoke,,,,,241,2e1c3773664032c7
-79.369033,43.7486427,Tahoe Crt,,North York,,,,,11,8f6373763607e612
-79.2662901,43.7046462,Jeavons Ave,,Scarborough,,,,,24,aa8cfd2f923ae9d7
-79.3904014,43.723646,St Leonard's Ave,,former Toronto,,,,,132,57b6c1c52a52c127
-79.2701889,43.733885,Bonny Lynn Crt,,Scarborough,,,,,18,6a16042db3986e4f
-79.4791208,43.7604999,Chesswood Dr,,North York,,,,,4362,694bd20fccc3cf43
-79.2959962,43.7046848,Dawes Rd,,East York,,,,,483,1e5a90c4cfb01408
-79.3220327,43.6693285,Hiawatha Rd,,former Toronto,,,,,30,96e77b6ed6d28ec3
-79.3150054,43.7595756,Waringstown Dr,,Scarborough,,,,,58,db26b5e8c8c3280e
-79.286366,43.6711235,Park Ave,,former Toronto,,,,,6,6afef50e5cb615f7
-79.5581244,43.6537456,Warwood Rd,,Etobicoke,,,,,114,79581b2427214109
-79.4606028,43.6761764,Silverthorn Ave,,former Toronto,,,,,85,c265591bee4a49bb
-79.4288952,43.6672165,Concord Ave,,former Toronto,,,,,503,5eb2295757874cd7
-79.3481606,43.7299678,Broadpath Rd,,North York,,,,,49,9e8e640db35cbc9f
-79.1856311,43.7586457,Gardentree St,,Scarborough,,,,,36,69a1b78ce42831be
-79.2504946,43.750531,Fraserton Cres,,Scarborough,,,,,41,6d5235f7ee44b46d
-79.3386937,43.6743011,Blake St,,former Toronto,,,,,99,6796e178b8fe1297
-79.2808182,43.7613174,Gilroy Dr,,Scarborough,,,,,59,96835759742cb7a1
-79.5189921,43.7251031,Mayall Ave,,North York,,,,,30,227e656959e987e5
-79.6042125,43.7228907,Mare Cres,,Etobicoke,,,,,47,6a9ba022688db4b6
-79.3338782,43.7931939,Apache Trl,,North York,,,,,73,86ca58def4d314cf
-79.4981191,43.7111289,Liscombe Rd,,North York,,,,,33,90cf8aa1bc0d502a
-79.302666,43.7760548,Aragon Ave,,Scarborough,,,,,47,91b8dd1a2862a9e3
-79.2304387,43.7920829,Burrows Hall Blvd,,Scarborough,,,,,122,a1366bd4ae7e0391
-79.276813,43.8123605,Brimwood Blvd,,Scarborough,,,,,69,5fa4256beba32687
-79.5225361,43.7679346,Gosford Blvd,,North York,,,,,97,bb86542eee34488e
-79.5758695,43.7622443,Primula Cres,,North York,,,,,52,6402232b8b37dbab
-79.29189,43.7509554,Ellington Dr,,Scarborough,,,,,73,fdaf189fa20704f0
-79.4995176,43.6798915,Bexley Cres,,York,,,,,35,b5953aec032356eb
-79.3107943,43.6967328,Everett Cres,,East York,,,,,49,bd77e17d5067f494
-79.5990558,43.7540386,Overskate Crt,,Etobicoke,,,,,34,9cbdf6805d7131e9
-79.221452,43.7263806,Pine Ridge Dr,,Scarborough,,,,,15,22159460fcb3b694
-79.3381962,43.6869835,Wiley Ave,,East York,,,,,82,1c8389c69cf78362
-79.439125,43.7043089,Ridelle Ave,,former Toronto,,,,,111,f9cf70be4a6dd10a
-79.3695517,43.6489685,Jenoves Pl,,former Toronto,,,,,20,1cdde287438324eb
-79.2518692,43.7506641,Gage Ave,,Scarborough,,,,,51,2bb88115fdbd4471
-79.5059557,43.7243338,Westcliffe Rd,,North York,,,,,23,875a01f0ff3e9b52
-79.3111024,43.7399113,Knighton Dr,,North York,,,,,70,e60254984cf1657c
-79.309587,43.6793691,Cassels Ave,,former Toronto,,,,,4,59ec969e5902ac2f
-79.3210551,43.7886649,Chestergrove Cres,,Scarborough,,,,,9,65b3e342c46930a0
-79.3650066,43.7103883,Parkhurst Blvd,,East York,,,,,171,930625a8b268c867
-79.2860947,43.6711443,Park Ave,,former Toronto,,,,,14,1dcd91563c1f6ba1
-79.4418194,43.674322,Dufferin St,,former Toronto,,,,,1522,bf4e679be3a50f77
-79.4960698,43.7449355,Benjamin Boake Trl,,North York,,,,,121,762208018aa66fc5
-79.450826,43.7653884,Beaver Valley Rd,,North York,,,,,2,79d0051fd06af4b8
-79.3801495,43.7205309,Blythwood Rd,,North York,,,,,563,55ca20d9736c5a8a
-79.3668948,43.6923359,Governor's Rd,,East York,,,,,26,bc07a06f6dae4cef
-79.3519783,43.6610528,Hamilton St,,former Toronto,,,,,92,149ad460f9aff4c3
-79.4934017,43.748339,Sentinel Rd,,North York,,,,,86,10b45c3dd4afa5ee
-79.4325024,43.7291707,Bathurst St,,North York,,,,,3522A,2b6fa19d35084985
-79.3529205,43.6729945,Ingham Ave,,former Toronto,,,,,75,825e53d28927ce54
-79.5585323,43.6850331,The Westway,,Etobicoke,,,,,337,fcc92a7cbca322ae
-79.3771802,43.6609849,Mutual St,,former Toronto,,,,,203,948995e8b6621a30
-79.1973091,43.7923059,Bonspiel Dr,,Scarborough,,,,,77,7f4361e4d8e759e6
-79.4103647,43.7307703,St Germain Ave,,former Toronto,,,,,200,fe1210ae6f1e7d2d
-79.5247779,43.7090572,Debby Crt,,North York,,,,,3,194a68a3628872f7
-79.5430647,43.642965,Ashbourne Dr,,Etobicoke,,,,,41,15e07a6742687e65
-79.6022211,43.7551939,Sonoma Way,,Etobicoke,,,,,24,8a63ca68079e31b9
-79.3104648,43.6807939,Gerrard St E,,former Toronto,,,,,1945,b28eb9d86c5b01ca
-79.4443061,43.7393344,Invermay Ave,,North York,,,,,103,3f86ac4230c9c65c
-79.3900599,43.7822877,Burbank Dr,,North York,,,,,226,7b156c0d82b1a1b9
-79.5664775,43.6914339,Arkley Cres,,Etobicoke,,,,,56,3bd933b85f1ca61e
-79.5672996,43.7407949,Kingsmoor Gt,,Etobicoke,,,,,2,7748a097a5b1ceb3
-79.5079451,43.5999786,Lake Shore Blvd W,,Etobicoke,,,,,3009,a75b8f3f808c5014
-79.4003998,43.6619929,Huron St,,former Toronto,,,,,300,2b4ceee896e6b38c
-79.255251,43.7468423,Panmure Cres,,Scarborough,,,,,53,37c3b39db506301e
-79.5428802,43.6898346,Rowse Cres,,Etobicoke,,,,,21,624418df1709099a
-79.3370799,43.6640116,Brooklyn Ave,,former Toronto,,,,,68,998b299310a7a6bb
-79.4435389,43.7520552,McAllister Rd,,North York,,,,,81,cd0c701f89e25d56
-79.5431087,43.5895657,Forty First St,,Etobicoke,,,,,69,a8689abcb841b6f8
-79.3781771,43.689716,Inglewood Dr,,former Toronto,,,,,261,ddc78e7e0c55eeac
-79.3787427,43.6559683,Dundas St E,,former Toronto,,,,,53,e9e239d6417ea1b2
-79.3253732,43.7237215,Wynford Dr,,North York,,,,,195,615a5eb9c78aab1d
-79.3901519,43.6998465,Davisville Ave,,former Toronto,,,,,176,f4918c76eb2c7b83
-79.5183981,43.6907292,Heritage Pl,,Etobicoke,,,,,2,b0ab43a6f87b0a0c
-79.2841079,43.8155679,James Park Sq,,Scarborough,,,,,92,11c02e2777e306ef
-79.2590971,43.807642,Placentia Blvd,,Scarborough,,,,,160,0c98f3453e361128
-79.5388143,43.7465847,Habitant Dr,,North York,,,,,177,c53161870e839007
-79.451387,43.6516127,Roncesvalles Ave,,former Toronto,,,,,412,6bd404d098a29ac9
-79.2644244,43.7144177,Marsh Rd,,Scarborough,,,,,48,bd2bd332f4e933e6
-79.3168892,43.6858742,Strathmore Blvd,,former Toronto,,,,,486,3348eb7cfba21bab
-79.2600709,43.8082569,Croach Cres,,Scarborough,,,,,14,14ce882f5c731dce
-79.5013547,43.6780993,East Dr,,York,,,,,78,ad65bc5fb87e03df
-79.3696856,43.7502864,Ames Gt,,North York,,,,,8,23b1b58690b29200
-79.3161031,43.669926,Maughan Cres,,former Toronto,,,,,19,4984e9beb2c1eb0c
-79.4608966,43.6726761,Osler St,,former Toronto,,,,,340,1c681496f5172e1a
-79.5356567,43.7384394,Rivalda Rd,,North York,,,,,50,4c52e86c200346e4
-79.3304841,43.7491371,Whitefriars Dr,,North York,,,,,23,81281be5353ecb8e
-79.3241804,43.693631,Holborne Ave,,East York,,,,,40,a70abbdc44c0082c
-79.459578,43.6698347,Osler St,,former Toronto,,,,,230,25252de2926d6076
-79.2437682,43.7704489,Monmouth Crt,,Scarborough,,,,,22,1a1d4184ef422cbd
-79.3130472,43.6886546,Coleridge Ave,,East York,,,,,58,5acedd49be023a42
-79.1583778,43.7861917,Lawson Rd,,Scarborough,,,,,160,3854b8609c9075d8
-79.2427538,43.7422451,Pringdale Gardens Crcl,,Scarborough,,,,,58,50c257ab294b96db
-79.4430882,43.6723265,Davenport Rd,,former Toronto,,,,,1455,4e44b10a133104c9
-79.309923,43.6815613,Gerrard St E,,former Toronto,,,,,2032,857446828154bc20
-79.4361794,43.7109028,Glencairn Ave,,North York,,,,,658,93b5e1beb1c0c8bd
-79.2724161,43.8236911,Alton Towers Crcl,,Scarborough,,,,,34,c994b231ae33aab3
-79.3298196,43.6840259,Wolverleigh Blvd,,former Toronto,,,,,20,cc1bad1ccf2e8531
-79.5459214,43.5947087,Foch Ave,,Etobicoke,,,,,34,e1552e999a6a7cb9
-79.3197091,43.7606269,Pintail Cres,,North York,,,,,2,5668300b5995222e
-79.3417435,43.674069,Dingwall Ave,,former Toronto,,,,,44,28a03b528ab83e42
-79.3354706,43.7795983,Crossbow Cres,,North York,,,,,51,5a7c83028f08dd60
-79.4918715,43.6333126,Park Lawn Rd,,Etobicoke,,,,,257,d04ed77c73946fb9
-79.4799421,43.6747361,Hillborn Ave,,York,,,,,25,4705cfcef85d9c00
-79.3574244,43.7845578,Tumbleweed Rd,,North York,,,,,22,46d6d5b43c8f839c
-79.5405664,43.6993113,Braywin Dr,,Etobicoke,,,,,59,944b6e22b071c6df
-79.4364524,43.7642903,Christine Cres,,North York,,,,,22,b94f111e1773ac2e
-79.3652526,43.7862058,Cobblestone Dr,,North York,,,,,56,36f12eccbcae5a3d
-79.3059438,43.6954745,Chisholm Ave,,East York,,,,,273,26681528a42f3601
-79.5434552,43.5947401,Alcan Ave,,Etobicoke,,,,,14,6d019b1bb39eafbb
-79.4228718,43.6478569,Grove Ave,,former Toronto,,,,,12,bc450643fb65dfcb
-79.4947486,43.6224349,Milton St,,Etobicoke,,,,,53,a563e231e6d9ef0a
-79.2854769,43.6950709,Madelaine Ave,,Scarborough,,,,,93,e175dc59d93c7cd9
-79.5455235,43.7134313,Huntsmoor Rd,,Etobicoke,,,,,2,e34d030bff3ae59b
-79.2956149,43.6770205,Beaufort Rd,,former Toronto,,,,,46,5b63bf6f0e400931
-79.4747662,43.6425708,St Olave's Rd,,former Toronto,,,,,45,de06639ad23ce7da
-79.1807474,43.7947568,Halfmoon Sq,,Scarborough,,,,,78,9c0e5aef57be8b4a
-79.4547025,43.652054,Hewitt Ave,,former Toronto,,,,,66,2750d19f4f0ec3d4
-79.5068027,43.7465387,John Lindsay Crt,,North York,,,,,109,2e3f18c53de48716
-79.2781939,43.7452667,Balaclava Dr,,Scarborough,,,,,46,46642b83d397ec1b
-79.5933981,43.7436631,Stevenson Rd,,Etobicoke,,,,,139,1732718b416ef0cf
-79.3117474,43.7064406,O'Connor Dr,,East York,,,,,835,6b75cb18a63979af
-79.5469929,43.7143273,Hatfield Cres,,Etobicoke,,,,,19,cbc1ab8b25f7e66a
-79.3074227,43.7084328,Gardens Cres,,East York,,,,,34,c1ac5a652a6d5aeb
-79.2503176,43.7206338,Minerva Ave,,Scarborough,,,,,37,3d8662d9ae6b7e4d
-79.2705754,43.7490579,Jenkinson Way,,Scarborough,,,,,127,caf21a718c239ef2
-79.2468119,43.7348836,Boyce Ave,,Scarborough,,,,,4,8aceebc5f087fea0
-79.4195099,43.7232174,Douglas Ave,,North York,,,,,372,221e427eeb5df5c4
-79.5136251,43.764805,Hoover Cres,,North York,,,,,20,988cee3c7d7679c9
-79.3697271,43.6748265,Dale Ave,,former Toronto,,,,,69,7220fa09fde3348f
-79.4339121,43.6424117,Maple Grove Ave,,former Toronto,,,,,27,a3e3138849bf72fa
-79.5373887,43.6911282,Westroyal Rd,,Etobicoke,,,,,4,0bec6bb4ecf3c4a3
-79.4938151,43.7528203,Grandravine Dr,,North York,,,,,118,b70faee08cd27eae
-79.5331864,43.7466295,Deerhide Cres,,North York,,,,,155,1f49b79f45754703
-79.4487489,43.7428759,Faywood Blvd,,North York,,,,,146,861ed6255fcd947d
-79.2486189,43.7502623,Kootenay Cres,,Scarborough,,,,,72,2bf6797bc07a96e8
-79.4740676,43.7039284,Densley Ave,,North York,,,,,26,ff8bdf3d01316f39
-79.3878408,43.6550747,University Ave,,former Toronto,,,,,465,5fce1f3607e3cee8
-79.4043181,43.8011573,Steeles Ave E,,North York,,,,,195,e2d7aa18b7d58ba8
-79.2132602,43.7389182,Brinloor Blvd,,Scarborough,,,,,56,1407b36656624a75
-79.3921828,43.6800641,Alex Mews,,former Toronto,,,,,24,8f140b344a00bfc6
-79.2777299,43.6942732,Landry Ave,,Scarborough,,,,,5,6c5a2c9f321759e7
-79.3038005,43.6676479,Kippendavie Ave,,former Toronto,,,,,66,37799be83f8999f6
-79.3975793,43.7921457,Conacher Dr,,North York,,,,,588,627f31b1c09ab507
-79.1520738,43.7784511,Boxhill Dr,,Scarborough,,,,,6,8c65ffe347944234
-79.3649107,43.7882966,Green Meadows Crcl,,North York,,,,,65,ea96c960fef262b9
-79.461435,43.6805158,Blackthorn Ave,,former Toronto,,,,,268,7e04d9dc7bbcd483
-79.5252418,43.6059925,Horner Ave,,Etobicoke,,,,,289X,63b73af030aa79c2
-79.2567956,43.7487598,Canzone Dr,,Scarborough,,,,,5,3b177a9be4a722c2
-79.472174,43.6664074,Quebec Ave,,former Toronto,,,,,503,2a6b21eb14291c77
-79.5728788,43.7576695,Larchmere Ave,,North York,,,,,47,46d5f496d1d1dfb9
-79.3937971,43.6588802,College St,,former Toronto,,,,,171,fa3b14fdecdc8799
-79.2813554,43.717153,Ayers Cres,,Scarborough,,,,,71,b958afe8fd695d99
-79.3603614,43.8029449,Clansman Blvd,,North York,,,,,142,125e01d070288ace
-79.5341204,43.7199445,Wallasey Ave,,North York,,,,,46,60149864d3d2b7fa
-79.1839405,43.7960398,Houndtrail Dr,,Scarborough,,,,,22,2ed54b853d3e3db3
-79.2632185,43.7026134,South Edgely Ave,,Scarborough,,,,,142,59504185f04934d2
-79.3811431,43.6820605,Highland Ave,,former Toronto,,,,,9,b6511ee88b4fda6a
-79.5167876,43.7387981,Sheppard Ave W,,North York,,,,,2010,267ea3e30926127e
-79.5012344,43.599218,Fourth St,,Etobicoke,,,,,54,b4373b7619e12df7
-79.5632338,43.696372,Camperdown Ave,,Etobicoke,,,,,4,d4b75ac18eddfbdc
-79.4241757,43.6855505,Wychwood Ave,,York,,,,,249,0e9a77fdb97a96a6
-79.5520298,43.6417498,Smithwood Dr,,Etobicoke,,,,,62,6358607116c0f242
-79.412937,43.6505462,Bellwoods Ave,,former Toronto,,,,,166,b4bb9497d6657ba8
-79.2022035,43.7721438,Copping Rd,,Scarborough,,,,,50,a7428aab41b4b84a
-79.4233768,43.7720387,Abbotsford Rd,,North York,,,,,28,43c279ea461652a8
-79.4780804,43.6595943,Lincoln Ave,,former Toronto,,,,,17,08d24e76e80ea63c
-79.4267033,43.7282395,Melrose Ave,,North York,,,,,519,86ad95ba42deda2f
-79.249698,43.7872384,Invergordon Ave,,Scarborough,,,,,79,8ab7e2c403cf2dd1
-79.401536,43.6633793,Harbord St,,former Toronto,,,,,60,210be8a3fc5d893f
-79.5590622,43.6849187,The Westway,,Etobicoke,,,,,343,dfdcfde165519e69
-79.4902507,43.6564161,Brumell Ave,,York,,,,,6,abea1213862b0a28
